path	disposition	provider	rationale	inventory_origins
GeneralsMD/Code/GameEngine/Include/GameClient/Diplomacy.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/DisconnectMenu.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Display.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/DisplayString.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/DisplayStringManager.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/DrawGroupInfo.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Drawable.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/DrawableInfo.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/DrawableManager.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/EstablishConnectionsMenu.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Eva.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/ExtendedMessageBox.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/FXList.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/FontDesc.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GUICallbacks.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GUICommandTranslator.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Gadget.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GadgetCheckBox.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GadgetComboBox.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GadgetListBox.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GadgetProgressBar.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GadgetPushButton.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GadgetRadioButton.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GadgetSlider.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GadgetStaticText.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GadgetTabControl.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GadgetTextEntry.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GameClient.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GameFont.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GameInfoWindow.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GameText.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GameWindow.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GameWindowGlobal.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GameWindowID.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GameWindowManager.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GameWindowTransitions.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GlobalLanguage.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/GraphDraw.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/HeaderTemplate.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/HintSpy.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/HotKey.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/IMEManager.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Image.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/InGameUI.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/KeyDefs.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Keyboard.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/LanguageFilter.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Line2D.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/LoadScreen.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/LookAtXlat.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/MapUtil.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/MessageBox.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/MetaEvent.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Module/AnimatedParticleSysBoneClientUpdate.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Module/BeaconClientUpdate.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Module/SwayClientUpdate.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Mouse.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/ParabolicEase.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/ParticleSys.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/PlaceEventTranslator.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/ProcessAnimateWindow.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/RadiusDecal.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/RayEffect.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/SelectionInfo.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/SelectionXlat.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Shadow.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Shell.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/ShellHooks.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/ShellMenuScheme.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Smudge.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Snow.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Statistics.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/TerrainRoads.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/TerrainVisual.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/VideoPlayer.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/View.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/Water.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/WinInstanceData.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/WindowLayout.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/WindowVideoManager.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameClient/WindowXlat.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameLogic/AI.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameLogic/AIDock.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameLogic/AIGuard.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameLogic/AIGuardRetaliate.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameLogic/AIPathfind.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameLogic/AIPlayer.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameLogic/AISkirmishPlayer.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
GeneralsMD/Code/GameEngine/Include/GameLogic/AIStateMachine.h	excluded	M20-M25	original engine consumers are promoted by the owning source-integration milestone	ZH_LEGACY_ZH_GAME_ENGINE_SOURCES
